a,b,expr,sum
79,478,79+478,557
768,391,768+391,1159
131,145,131+145,276
103,279,103+279,382
116,351,116+351,467
774,31,774+31,805
798,641,798+641,1439
170,925,170+925,1095
847,852,847+852,1699
103,401,103+401,504
449,911,449+911,1360
267,689,267+689,956
708,178,708+178,886
200,407,200+407,607
610,506,610+506,1116
657,216,657+216,873
156,166,156+166,322
952,248,952+248,1200
88,548,88+548,636
708,101,708+101,809
852,126,852+126,978
73,411,73+411,484
788,352,788+352,1140
910,136,910+136,1046
198,52,198+52,250
43,952,43+952,995
281,221,281+221,502
410,311,410+311,721
503,975,503+975,1478
606,31,606+31,637
610,820,610+820,1430
248,190,248+190,438
48,868,48+868,916
357,455,357+455,812
706,396,706+396,1102
287,341,287+341,628
973,735,973+735,1708
598,797,598+797,1395
432,947,432+947,1379
715,759,715+759,1474
584,559,584+559,1143
423,283,423+283,706
636,991,636+991,1627
982,360,982+360,1342
866,153,866+153,1019
349,929,349+929,1278
99,376,99+376,475
653,740,653+740,1393
97,927,97+927,1024
335,843,335+843,1178
362,267,362+267,629
983,514,983+514,1497
209,369,209+369,578
364,991,364+991,1355
431,812,431+812,1243
24,671,24+671,695
781,278,781+278,1059
238,235,238+235,473
26,856,26+856,882
625,615,625+615,1240
175,814,175+814,989
775,887,775+887,1662
32,675,32+675,707
652,804,652+804,1456
882,279,882+279,1161
173,899,173+899,1072
969,703,969+703,1672
808,976,808+976,1784
324,48,324+48,372
474,537,474+537,1011
934,301,934+301,1235
394,468,394+468,862
282,642,282+642,924
87,322,87+322,409
816,561,816+561,1377
463,742,463+742,1205
826,412,826+412,1238
260,32,260+32,292
531,204,531+204,735
906,184,906+184,1090
124,306,124+306,430
613,573,613+573,1186
245,849,245+849,1094
649,478,649+478,1127
959,829,959+829,1788
974,608,974+608,1582
534,876,534+876,1410
839,613,839+613,1452
364,247,364+247,611
454,493,454+493,947
797,691,797+691,1488
92,166,92+166,258
22,403,22+403,425
201,353,201+353,554
260,439,260+439,699
11,213,11+213,224
938,585,938+585,1523
290,456,290+456,746
573,325,573+325,898
337,506,337+506,843
968,869,968+869,1837
516,105,516+105,621
381,787,381+787,1168
752,855,752+855,1607
996,863,996+863,1859
788,998,788+998,1786
981,638,981+638,1619
574,531,574+531,1105
942,581,942+581,1523
95,770,95+770,865
384,291,384+291,675
63,460,63+460,523
727,162,727+162,889
473,160,473+160,633
281,399,281+399,680
240,603,240+603,843
902,953,902+953,1855
773,163,773+163,936
415,732,415+732,1147
202,455,202+455,657
187,450,187+450,637
700,205,700+205,905
44,95,44+95,139
926,819,926+819,1745
642,293,642+293,935
211,351,211+351,562
85,908,85+908,993
887,813,887+813,1700
359,648,359+648,1007
970,637,970+637,1607
487,636,487+636,1123
573,651,573+651,1224
492,787,492+787,1279
639,379,639+379,1018
953,453,953+453,1406
529,451,529+451,980
665,944,665+944,1609
118,238,118+238,356
802,959,802+959,1761
483,787,483+787,1270
618,593,618+593,1211
452,333,452+333,785
825,141,825+141,966
258,528,258+528,786
629,872,629+872,1501
138,558,138+558,696
161,599,161+599,760
934,939,934+939,1873
461,644,461+644,1105
157,507,157+507,664
178,603,178+603,781
130,725,130+725,855
969,851,969+851,1820
770,284,770+284,1054
901,996,901+996,1897
535,341,535+341,876
538,36,538+36,574
963,289,963+289,1252
924,734,924+734,1658
109,85,109+85,194
605,378,605+378,983
812,470,812+470,1282
568,511,568+511,1079
186,142,186+142,328
287,166,287+166,453
732,926,732+926,1658
734,155,734+155,889
199,173,199+173,372
814,325,814+325,1139
611,429,611+429,1040
678,573,678+573,1251
649,360,649+360,1009
237,191,237+191,428
638,884,638+884,1522
72,97,72+97,169
962,974,962+974,1936
761,332,761+332,1093
572,22,572+22,594
828,550,828+550,1378
875,93,875+93,968
991,192,991+192,1183
4,251,4+251,255
860,353,860+353,1213
496,762,496+762,1258
576,66,576+66,642
174,828,174+828,1002
404,919,404+919,1323
403,513,403+513,916
850,937,850+937,1787
69,897,69+897,966
552,677,552+677,1229
44,37,44+37,81
852,383,852+383,1235
665,121,665+121,786
497,535,497+535,1032
778,968,778+968,1746
963,977,963+977,1940
254,613,254+613,867
763,698,763+698,1461
504,140,504+140,644
348,868,348+868,1216
78,798,78+798,876
465,44,465+44,509
30,62,30+62,92
750,369,750+369,1119
507,180,507+180,687
834,725,834+725,1559
419,443,419+443,862
365,819,365+819,1184
247,563,247+563,810
605,749,605+749,1354
798,932,798+932,1730
89,700,89+700,789
603,393,603+393,996
741,386,741+386,1127
956,552,956+552,1508
250,156,250+156,406
646,98,646+98,744
74,808,74+808,882
933,587,933+587,1520
162,719,162+719,881
455,305,455+305,760
849,901,849+901,1750
809,936,809+936,1745
829,104,829+104,933
208,188,208+188,396
566,377,566+377,943
491,100,491+100,591
548,900,548+900,1448
253,643,253+643,896
622,413,622+413,1035
176,194,176+194,370
783,618,783+618,1401
272,201,272+201,473
242,272,242+272,514
434,589,434+589,1023
839,794,839+794,1633
193,804,193+804,997
680,843,680+843,1523
448,610,448+610,1058
790,593,790+593,1383
766,819,766+819,1585
859,4,859+4,863
707,607,707+607,1314
413,830,413+830,1243
878,177,878+177,1055
991,717,991+717,1708
813,280,813+280,1093
10,597,10+597,607
890,768,890+768,1658
72,587,72+587,659
369,74,369+74,443
136,932,136+932,1068
446,6,446+6,452
246,219,246+219,465
362,341,362+341,703
191,649,191+649,840
456,600,456+600,1056
860,597,860+597,1457
875,825,875+825,1700
548,305,548+305,853
398,490,398+490,888
935,480,935+480,1415
961,599,961+599,1560
520,468,520+468,988
999,468,999+468,1467
231,907,231+907,1138
284,944,284+944,1228
491,491,491+491,982
378,732,378+732,1110
29,131,29+131,160
83,511,83+511,594
514,788,514+788,1302
987,326,987+326,1313
706,901,706+901,1607
12,485,12+485,497
704,314,704+314,1018
547,459,547+459,1006
380,497,380+497,877
977,110,977+110,1087
96,549,96+549,645
291,174,291+174,465
482,952,482+952,1434
481,758,481+758,1239
987,794,987+794,1781
602,115,602+115,717
202,615,202+615,817
98,974,98+974,1072
35,461,35+461,496
540,757,540+757,1297
217,776,217+776,993
442,94,442+94,536
31,869,31+869,900
153,483,153+483,636
970,819,970+819,1789
982,734,982+734,1716
530,696,530+696,1226
203,784,203+784,987
536,71,536+71,607
475,3,475+3,478
466,158,466+158,624
698,600,698+600,1298
314,499,314+499,813
618,311,618+311,929
108,69,108+69,177
760,713,760+713,1473
642,826,642+826,1468
746,737,746+737,1483
260,781,260+781,1041
544,420,544+420,964
925,197,925+197,1122
401,598,401+598,999
242,823,242+823,1065
910,105,910+105,1015
778,605,778+605,1383
479,692,479+692,1171
121,670,121+670,791
263,444,263+444,707
662,766,662+766,1428
786,353,786+353,1139
14,204,14+204,218
325,914,325+914,1239
286,144,286+144,430
368,6,368+6,374
472,319,472+319,791
685,8,685+8,693
670,833,670+833,1503
484,830,484+830,1314
90,450,90+450,540
949,256,949+256,1205
894,384,894+384,1278
472,551,472+551,1023
726,942,726+942,1668
467,367,467+367,834
150,461,150+461,611
780,994,780+994,1774
302,775,302+775,1077
65,537,65+537,602
681,943,681+943,1624
468,962,468+962,1430
729,346,729+346,1075
706,592,706+592,1298
422,518,422+518,940
816,157,816+157,973
505,43,505+43,548
386,213,386+213,599
22,323,22+323,345
820,650,820+650,1470
857,490,857+490,1347
204,935,204+935,1139
158,829,158+829,987
124,338,124+338,462
704,467,704+467,1171
436,550,436+550,986
496,543,496+543,1039
185,101,185+101,286
826,813,826+813,1639
459,923,459+923,1382
893,116,893+116,1009
387,598,387+598,985
798,971,798+971,1769
310,645,310+645,955
53,779,53+779,832
267,287,267+287,554
775,799,775+799,1574
74,538,74+538,612
4,77,4+77,81
224,232,224+232,456
594,166,594+166,760
985,571,985+571,1556
516,370,516+370,886
73,359,73+359,432
304,398,304+398,702
709,771,709+771,1480
507,790,507+790,1297
642,698,642+698,1340
191,715,191+715,906
124,135,124+135,259
80,329,80+329,409
366,43,366+43,409
12,382,12+382,394
978,59,978+59,1037
934,453,934+453,1387
828,120,828+120,948
110,575,110+575,685
45,531,45+531,576
616,839,616+839,1455
528,873,528+873,1401
14,745,14+745,759
408,869,408+869,1277
48,259,48+259,307
416,845,416+845,1261
765,974,765+974,1739
141,967,141+967,1108
231,550,231+550,781
891,397,891+397,1288
911,62,911+62,973
713,847,713+847,1560
876,559,876+559,1435
862,189,862+189,1051
869,858,869+858,1727
17,242,17+242,259
647,568,647+568,1215
203,431,203+431,634
168,877,168+877,1045
994,768,994+768,1762
414,83,414+83,497
16,776,16+776,792
807,43,807+43,850
557,454,557+454,1011
791,744,791+744,1535
367,247,367+247,614
549,948,549+948,1497
107,288,107+288,395
402,497,402+497,899
380,961,380+961,1341
213,304,213+304,517
161,918,161+918,1079
974,997,974+997,1971
78,991,78+991,1069
547,538,547+538,1085
178,471,178+471,649
819,438,819+438,1257
563,833,563+833,1396
515,984,515+984,1499
99,503,99+503,602
36,97,36+97,133
279,97,279+97,376
467,123,467+123,590
827,815,827+815,1642
300,137,300+137,437
817,19,817+19,836
40,16,40+16,56
3,146,3+146,149
122,354,122+354,476
466,982,466+982,1448
270,164,270+164,434
422,436,422+436,858
673,106,673+106,779
171,772,171+772,943
87,457,87+457,544
847,876,847+876,1723
375,269,375+269,644
976,862,976+862,1838
691,978,691+978,1669
603,148,603+148,751
981,163,981+163,1144
738,884,738+884,1622
306,115,306+115,421
868,732,868+732,1600
723,524,723+524,1247
920,349,920+349,1269
782,183,782+183,965
134,146,134+146,280
895,546,895+546,1441
976,241,976+241,1217
394,596,394+596,990
387,936,387+936,1323
695,394,695+394,1089
146,926,146+926,1072
225,123,225+123,348
98,184,98+184,282
365,897,365+897,1262
878,630,878+630,1508
694,66,694+66,760
893,138,893+138,1031
813,638,813+638,1451
699,775,699+775,1474
168,930,168+930,1098
236,789,236+789,1025
795,810,795+810,1605
184,173,184+173,357
488,421,488+421,909
594,516,594+516,1110
875,407,875+407,1282
594,636,594+636,1230
855,900,855+900,1755
810,423,810+423,1233
771,746,771+746,1517
469,786,469+786,1255
267,931,267+931,1198
634,720,634+720,1354
323,237,323+237,560
53,666,53+666,719
865,81,865+81,946
911,584,911+584,1495
310,182,310+182,492
629,842,629+842,1471
557,141,557+141,698
918,750,918+750,1668
674,633,674+633,1307
730,859,730+859,1589
634,237,634+237,871
247,76,247+76,323
337,883,337+883,1220
214,970,214+970,1184
297,933,297+933,1230
956,741,956+741,1697
841,541,841+541,1382
359,106,359+106,465
344,253,344+253,597
118,898,118+898,1016
20,364,20+364,384
836,364,836+364,1200
176,264,176+264,440
267,342,267+342,609
406,20,406+20,426
537,446,537+446,983
941,197,941+197,1138
62,685,62+685,747
445,638,445+638,1083
47,107,47+107,154
885,587,885+587,1472
574,126,574+126,700
426,350,426+350,776
825,953,825+953,1778
126,445,126+445,571
370,916,370+916,1286
990,451,990+451,1441
851,953,851+953,1804
372,308,372+308,680
86,833,86+833,919
435,768,435+768,1203
962,404,962+404,1366
155,38,155+38,193
415,995,415+995,1410
47,856,47+856,903
526,861,526+861,1387
434,542,434+542,976
122,636,122+636,758
52,3,52+3,55
573,107,573+107,680
501,93,501+93,594
192,468,192+468,660
566,482,566+482,1048
783,476,783+476,1259
518,140,518+140,658
510,635,510+635,1145
652,983,652+983,1635
824,549,824+549,1373
332,27,332+27,359
305,922,305+922,1227
621,714,621+714,1335
106,850,106+850,956
565,149,565+149,714
450,121,450+121,571
746,715,746+715,1461
375,865,375+865,1240
361,687,361+687,1048
866,38,866+38,904
718,874,718+874,1592
521,13,521+13,534
187,839,187+839,1026
750,402,750+402,1152
736,788,736+788,1524
977,217,977+217,1194
862,601,862+601,1463
18,216,18+216,234
458,253,458+253,711
914,542,914+542,1456
309,575,309+575,884
884,901,884+901,1785
258,33,258+33,291
912,610,912+610,1522
408,819,408+819,1227
811,883,811+883,1694
279,245,279+245,524
326,256,326+256,582
73,820,73+820,893
71,353,71+353,424
444,966,444+966,1410
722,885,722+885,1607
772,262,772+262,1034
673,395,673+395,1068
438,700,438+700,1138
891,989,891+989,1880
63,640,63+640,703
590,66,590+66,656
143,100,143+100,243
269,390,269+390,659
504,426,504+426,930
340,320,340+320,660
993,888,993+888,1881
911,703,911+703,1614
117,386,117+386,503
174,197,174+197,371
394,700,394+700,1094
822,38,822+38,860
18,485,18+485,503
423,442,423+442,865
725,477,725+477,1202
803,207,803+207,1010
136,708,136+708,844
249,90,249+90,339
403,248,403+248,651
952,961,952+961,1913
622,804,622+804,1426
97,595,97+595,692
74,53,74+53,127
978,213,978+213,1191
128,115,128+115,243
708,667,708+667,1375
202,474,202+474,676
359,752,359+752,1111
189,573,189+573,762
235,581,235+581,816
336,218,336+218,554
1,332,1+332,333
728,181,728+181,909
210,939,210+939,1149
123,623,123+623,746
744,917,744+917,1661
216,775,216+775,991
110,967,110+967,1077
901,330,901+330,1231
185,185,185+185,370
97,783,97+783,880
741,187,741+187,928
92,267,92+267,359
158,564,158+564,722
20,157,20+157,177
614,987,614+987,1601
143,656,143+656,799
35,972,35+972,1007
555,44,555+44,599
834,768,834+768,1602
335,333,335+333,668
526,474,526+474,1000
659,651,659+651,1310
474,529,474+529,1003
926,11,926+11,937
413,999,413+999,1412
100,152,100+152,252
266,573,266+573,839
104,217,104+217,321
635,868,635+868,1503
223,658,223+658,881
308,709,308+709,1017
373,747,373+747,1120
310,633,310+633,943
527,457,527+457,984
385,863,385+863,1248
825,647,825+647,1472
797,38,797+38,835
262,266,262+266,528
327,975,327+975,1302
155,13,155+13,168
37,933,37+933,970
830,627,830+627,1457
252,240,252+240,492
741,669,741+669,1410
315,913,315+913,1228
332,645,332+645,977
726,301,726+301,1027
979,677,979+677,1656
822,163,822+163,985
74,224,74+224,298
782,351,782+351,1133
846,458,846+458,1304
503,604,503+604,1107
761,376,761+376,1137
143,529,143+529,672
926,375,926+375,1301
258,962,258+962,1220
367,784,367+784,1151
825,571,825+571,1396
196,977,196+977,1173
555,718,555+718,1273
218,889,218+889,1107
91,412,91+412,503
283,415,283+415,698
588,162,588+162,750
777,603,777+603,1380
795,282,795+282,1077
310,96,310+96,406
803,266,803+266,1069
443,681,443+681,1124
946,215,946+215,1161
335,63,335+63,398
96,798,96+798,894
654,931,654+931,1585
581,75,581+75,656
781,66,781+66,847
192,466,192+466,658
881,314,881+314,1195
379,153,379+153,532
214,25,214+25,239
35,352,35+352,387
599,258,599+258,857
839,17,839+17,856
747,82,747+82,829
692,255,692+255,947
812,456,812+456,1268
577,53,577+53,630
121,66,121+66,187
905,722,905+722,1627
572,763,572+763,1335
253,517,253+517,770
127,555,127+555,682
434,161,434+161,595
481,791,481+791,1272
102,683,102+683,785
774,687,774+687,1461
560,755,560+755,1315
141,13,141+13,154
314,375,314+375,689
885,502,885+502,1387
50,921,50+921,971
378,615,378+615,993
272,518,272+518,790
821,537,821+537,1358
458,794,458+794,1252
724,905,724+905,1629
40,357,40+357,397
407,444,407+444,851
284,477,284+477,761
687,240,687+240,927
511,226,511+226,737
482,455,482+455,937
634,129,634+129,763
839,609,839+609,1448
271,671,271+671,942
362,397,362+397,759
708,217,708+217,925
589,668,589+668,1257
570,473,570+473,1043
549,968,549+968,1517
974,445,974+445,1419
82,238,82+238,320
544,49,544+49,593
630,10,630+10,640
636,956,636+956,1592
174,13,174+13,187
767,355,767+355,1122
501,779,501+779,1280
429,94,429+94,523
149,823,149+823,972
632,767,632+767,1399
541,215,541+215,756
604,559,604+559,1163
23,342,23+342,365
165,160,165+160,325
395,142,395+142,537
701,488,701+488,1189
979,339,979+339,1318
84,618,84+618,702
816,913,816+913,1729
257,964,257+964,1221
30,866,30+866,896
979,11,979+11,990
969,261,969+261,1230
556,813,556+813,1369
735,7,735+7,742
678,998,678+998,1676
700,669,700+669,1369
496,592,496+592,1088
674,973,674+973,1647
372,140,372+140,512
244,836,244+836,1080
17,722,17+722,739
694,68,694+68,762
525,294,525+294,819
614,789,614+789,1403
467,977,467+977,1444
169,816,169+816,985
628,808,628+808,1436
27,552,27+552,579
252,649,252+649,901
889,79,889+79,968
162,315,162+315,477
922,964,922+964,1886
139,550,139+550,689
245,263,245+263,508
639,542,639+542,1181
574,248,574+248,822
987,264,987+264,1251
802,741,802+741,1543
852,523,852+523,1375
6,972,6+972,978
737,607,737+607,1344
952,630,952+630,1582
394,404,394+404,798
857,515,857+515,1372
314,90,314+90,404
564,759,564+759,1323
907,58,907+58,965
188,214,188+214,402
22,806,22+806,828
497,630,497+630,1127
683,6,683+6,689
642,738,642+738,1380
656,974,656+974,1630
157,143,157+143,300
595,247,595+247,842
176,188,176+188,364
812,231,812+231,1043
860,419,860+419,1279
25,775,25+775,800
378,178,378+178,556
554,553,554+553,1107
168,218,168+218,386
117,766,117+766,883
613,838,613+838,1451
301,654,301+654,955
840,31,840+31,871
117,600,117+600,717
729,735,729+735,1464
